Sales Document (VBELN);Value in EUR (MV_MONVALUE_CONVERTED);Item (POSNR);Sales Doc. Type (AUART);Item Category (PSTYV);Relev.for Bill. (FKREL);Pur. Ord. Type (BSARK);Country/Reg. (LAND1);Company Code (BUKRS);Sales Area (SALES_AREA);Sales Org. (VKORG);Distr. Channel (VTWEG);Division (SPART);Plant (WERKS);Shipping Point (VSTEL);Location (LGORT);Profit Center (PRCTR);Sold-to Party (KUNNR);Delivery Prior. (LPRIO);AcctAssmtGrpMat (KTGRM);Material Group (MATKL);Material (MATNR);Order Quantity (KWMENG);Batch (CHARG);Procurement (BESKZ);MRP Type (DISMM);ABC Indicator (MAABC);Lot Sizing Procedure (DISLS);Safety Stock (EISBE);GR Proc. Time (WEBAZ);Net Value (NETWR);Doc. Currency (WAERK);Created on (H) (ERDAT_H);Created on (I) (ERDAT_I);Release date (CMFRE);RejectionReason (ABGRU);Delivery Date (EDATU);Mat.Avail.Date (MBDAT);Confirmed Qty (BMENG);Order Quantity (WMENG);Ovrl Deliv. Sts (LFGSA);Deliv. Conf.Sts (BESTA);OvrlDelivBlkSts (LSSTA);Delivery - Item (UVVLK);Delivery (VBELN_DEL);Delivery Item (POSNR_DEL);Delivery created on (ERDAT_DEL);Created By (ERNAM_DEL);User Type (USTYP);User group (CLASS);Transaction Code (TCODE_DEL);Automation (AUTOMATION);No. del. per SO it (NO_DEL);Year Cur.Period (LFGJA);Current Period (LFMON);Unrestricted (LABST);Quality Insp. (INSME);Trading Partner (VBUND);Order block (AUFSD);Account Group (KTOKD);Delivery block (LIFSD);Sales block (CASSD);Backlog purch. req. (BL_PURCH_REQ);Oldest PR rel.date (FRGDT_PURCH_REQ);Oldest purchase req. (BANFN_PURCH_REQ);Backlog purch. order (BL_PURCH_ORD);Oldest PO del.date (EINDT_BL_PURCH_ORD);Oldest purch. order (EBELN_BL_PURCH_ORD);Oldest PO category (BSTYP_BL_PURCH_ORD);Open purch. orders (OPEN_PURCH_ORD);Earliest PO del.date (EINDT_OPEN_PURCH_ORD);Earlistpurchorder (EBELN_OPEN_PURCH_ORD);Earliest PO category (BSTYP_OPEN_PURCH_ORD);BL plan. order 'LA' (BL_PLANNED_LA);Oldest 'LA' date (PEDTR_LA);Oldest planned order (PLNUM_LA);BL manuf. orders (BL_MANUF_ORDERS);Oldest manuf.date (DGLTS_BL_MANUF);Oldest manuf. order (AUFNR_BL_MANUF);Oldest order cat. (AUTYP_BL_MANUF);Open manuf. orders (OPEN_MANUF_ORDERS);Earliest manuf.date (DGLTS_OPEN_MANUF);Earlistmanuforder (AUFNR_OPEN_MANUF);Earlistordercat (AUTYP_OPEN_MANUF);Last insuff.stock (LAST_STOCK_ERROR_DATE)
0000064499;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064499;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064500;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064500;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064500;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064501;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064501;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064501;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064502;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064502;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064502;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064505;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;ANK_CUST_1;null;;AD_MC1;000000000000174726;1.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064506;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;UTK_CUST;null;;AD_MC1;000000000000174726;1.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064507;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;ANK_CUST_1;null;;AD_MC1;000000000000174726;1.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064509;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064509;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064509;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064510;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064510;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064510;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064511;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064511;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064511;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064512;73.82;000050;SRVP;TAN;A;null;US;F002;null;S002;S1;S1;P002;0001;;SAP_DUMMY;US1710PA;null;;;CTU3_AUTO_SALES;2.000;;X;;;;0.000;0;80.00;USD;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;2.000;2.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;0001;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064513;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064513;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064513;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064514;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064514;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064514;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064515;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064515;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064515;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064516;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064516;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064516;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064517;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064517;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064517;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064518;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064518;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064518;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064521;0;000010;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;SOB_CUST03;null;;000000001;TMSTI1_FERT01;150.000;;;;;;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;;2020-02-20;2020-02-15;150.000;150.000;C;;;C;0080042157;000010;2020-02-11;DITZELP;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064535;73.82;000050;SRVP;TAN;A;null;US;F002;null;S002;S1;S1;P002;0001;;SAP_DUMMY;US1710PA;null;;;CTU3_AUTO_SALES;2.000;;X;;;;0.000;0;80.00;USD;2020-02-11;2020-02-11;null;;2020-02-11;2020-02-11;2.000;2.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;0001;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064541;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_3;1.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-21;2020-02-21;null;;2020-02-28;2020-02-26;1.000;1.000;C;;;C;0080042277;000010;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064542;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;ASH_CUST;null;;BS_MATGR;ASH_PC_TEST_G_K002;3.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-12;2020-02-12;null;;2020-02-12;2020-02-12;3.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-17;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064542;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;ASH_CUST;null;;BS_MATGR;ASH_PC_TEST_G_K002;12.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-12;2020-02-12;null;;2020-02-12;2020-02-12;0.000;12.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-17;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064543;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_STI;null;;01;T42_PROD-S01;3.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-12;2020-02-12;null;;2020-02-26;2020-02-19;3.000;3.000;C;;;C;1000028800;000010;2020-02-12;ERDMANN;A;TESTER;;A;2;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064544;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_STI;null;;01;T42_PROD-M03;4.000;;;;;;0.000;0;0.00;EUR;2020-02-12;2020-02-12;null;;2020-02-26;2020-02-19;4.000;4.000;C;;;C;0080042163;000010;2020-02-12;ERDMANN;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
